worker_id,phase_id,phase_name,get_count,put_count,del_count,mat_count,mat_nanos,lock_attempt_count,lock_contended_count,lock_wait_nanos,cache_inv_count,probe_gets,probed_runs_sum,probed_runs_max,open_delta_sum,open_delta_max
0,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
1,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
2,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
3,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
4,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
5,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
6,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
0,1,PHASE_B,6250,3750,2500,2116,8775703808,5557,3441,21776434076,2500,0,0,0,0,0
1,1,PHASE_B,6250,3750,2500,2217,17791443413,5798,3581,21721971557,2500,0,0,0,0,0
2,1,PHASE_B,6250,3750,2500,2177,16836418919,5756,3579,22855411009,2500,0,0,0,0,0
3,1,PHASE_B,6250,3750,2500,2211,21437680500,5903,3692,23935140708,2500,0,0,0,0,0
4,1,PHASE_B,6250,3750,2500,2224,21873010213,5896,3672,24054058785,2500,0,0,0,0,0
5,1,PHASE_B,6250,3750,2500,2132,21202652448,5897,3765,24457115828,2500,0,0,0,0,0
6,1,PHASE_B,6250,3750,2500,2160,21015489750,5912,3752,23838534106,2500,0,0,0,0,0
7,1,PHASE_B,6250,3750,2500,2209,21758010059,5897,3688,24054400099,2500,0,0,0,0,0
0,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
1,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
2,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
3,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
4,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
5,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
6,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
7,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
