worker_id,phase_id,phase_name,get_count,put_count,del_count,mat_count,mat_nanos,lock_attempt_count,lock_contended_count,lock_wait_nanos,cache_inv_count,probe_gets,probed_runs_sum,probed_runs_max,open_delta_sum,open_delta_max
0,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
1,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
2,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
3,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
4,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
5,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
6,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
0,1,PHASE_B,6250,3750,2500,2194,21175112429,5933,3739,25319549554,2500,0,0,0,0,0
1,1,PHASE_B,6250,3750,2500,2148,11262583951,5705,3557,23128978194,2500,0,0,0,0,0
2,1,PHASE_B,6250,3750,2500,2230,21545071560,5924,3694,24438899710,2500,0,0,0,0,0
3,1,PHASE_B,6250,3750,2500,2169,21160502621,5914,3745,25107647904,2500,0,0,0,0,0
4,1,PHASE_B,6250,3750,2500,2088,20518136833,5894,3806,25749487523,2500,0,0,0,0,0
5,1,PHASE_B,6250,3750,2500,2213,21064018727,5874,3661,24420854292,2500,0,0,0,0,0
6,1,PHASE_B,6250,3750,2500,2166,21015198358,5949,3783,25045842256,2500,0,0,0,0,0
7,1,PHASE_B,6250,3750,2500,2095,20747564638,5911,3816,25754852828,2500,0,0,0,0,0
0,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
1,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
2,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
3,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
4,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
5,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
6,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
7,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
