worker_id,phase_id,phase_name,get_count,put_count,del_count,mat_count,mat_nanos,lock_attempt_count,lock_contended_count,lock_wait_nanos,cache_inv_count,probe_gets,probed_runs_sum,probed_runs_max,open_delta_sum,open_delta_max
0,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
1,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
2,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
3,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
4,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
5,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
6,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
0,1,PHASE_B,6250,3750,2500,2176,21388152265,5923,3747,26038226525,2500,0,0,0,0,0
1,1,PHASE_B,6250,3750,2500,2164,21135003380,5920,3756,26448166759,2500,0,0,0,0,0
2,1,PHASE_B,6250,3750,2500,2231,20975510930,5914,3683,24700315046,2500,0,0,0,0,0
3,1,PHASE_B,6250,3750,2500,2133,21121220764,5920,3787,26793613666,2500,0,0,0,0,0
4,1,PHASE_B,6250,3750,2500,2123,16465242816,5824,3701,25964923306,2500,0,0,0,0,0
5,1,PHASE_B,6250,3750,2500,2089,20716514636,5896,3807,26940228259,2500,0,0,0,0,0
6,1,PHASE_B,6250,3750,2500,2116,20410636964,5897,3781,26059827589,2500,0,0,0,0,0
7,1,PHASE_B,6250,3750,2500,2066,20414410028,5890,3824,25936493650,2500,0,0,0,0,0
0,2,PHASE_C,11250,1250,0,0,0,1,1,8106250,0,0,0,0,0,0
1,2,PHASE_C,11250,1250,0,0,0,1,1,8220857,0,0,0,0,0,0
2,2,PHASE_C,11250,1250,0,0,0,1,1,8158357,0,0,0,0,0,0
3,2,PHASE_C,11250,1250,0,1,7886908,1,0,0,0,0,0,0,0,0
4,2,PHASE_C,11250,1250,0,0,0,1,1,7892514,0,0,0,0,0,0
5,2,PHASE_C,11250,1250,0,0,0,1,1,7994602,0,0,0,0,0,0
6,2,PHASE_C,11250,1250,0,0,0,1,1,8137869,0,0,0,0,0,0
7,2,PHASE_C,11250,1250,0,0,0,1,1,7896583,0,0,0,0,0,0
