worker_id,phase_id,phase_name,get_count,put_count,del_count,mat_count,mat_nanos,lock_attempt_count,lock_contended_count,lock_wait_nanos,cache_inv_count,probe_gets,probed_runs_sum,probed_runs_max,open_delta_sum,open_delta_max
0,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
1,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
2,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
3,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
4,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
5,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
6,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
0,1,PHASE_B,6250,3750,2500,2195,217222294,5327,3132,580609186,2500,0,0,0,0,0
1,1,PHASE_B,6250,3750,2500,1975,395388071,5643,3667,634443282,2500,0,0,0,0,0
2,1,PHASE_B,6250,3750,2500,1957,401939436,5613,3656,623835004,2500,0,0,0,0,0
3,1,PHASE_B,6250,3750,2500,1969,406405462,5628,3659,627416566,2500,0,0,0,0,0
4,1,PHASE_B,6250,3750,2500,2042,390990394,5620,3578,625437813,2500,0,0,0,0,0
5,1,PHASE_B,6250,3750,2500,1954,427440158,5636,3682,626212166,2500,0,0,0,0,0
6,1,PHASE_B,6250,3750,2500,1838,397347350,5578,3740,649041831,2500,0,0,0,0,0
7,1,PHASE_B,6250,3750,2500,1692,433052768,5477,3785,642849869,2500,0,0,0,0,0
0,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
1,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
2,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
3,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
4,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
5,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
6,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
7,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,0,0,0,0,0
