worker_id,phase_id,phase_name,get_count,put_count,del_count,mat_count,mat_nanos,lock_attempt_count,lock_contended_count,lock_wait_nanos,cache_inv_count,probe_gets,probed_runs_sum,probed_runs_max,open_delta_sum,open_delta_max
0,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
1,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
2,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
3,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
4,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
5,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
6,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
0,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,35420,22,196428,63
1,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6248,35119,22,198308,63
2,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,35297,22,195850,63
3,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6249,35768,22,196761,63
4,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6249,35296,22,197139,63
5,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,35157,22,196646,63
6,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6248,35476,22,197888,63
7,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6247,35126,22,193813,63
0,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45002,5,360000,32
1,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45004,5,360000,32
2,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45003,5,360000,32
3,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45002,5,360000,32
4,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45004,5,360000,32
5,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45003,5,360000,32
6,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45002,5,360000,32
7,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45002,5,360000,32
