worker_id,phase_id,phase_name,get_count,put_count,del_count,mat_count,mat_nanos,lock_attempt_count,lock_contended_count,lock_wait_nanos,cache_inv_count,probe_gets,probed_runs_sum,probed_runs_max,open_delta_sum,open_delta_max
0,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
1,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
2,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
3,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
4,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
5,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
6,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
0,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,37266,22,196876,63
1,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6249,36321,22,197053,63
2,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6249,35996,22,199941,63
3,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,36206,22,196359,63
4,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,37016,22,198196,63
5,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,36369,22,196269,63
6,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6246,36108,22,198415,63
7,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6248,36266,22,198873,63
0,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45042,5,360000,32
1,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45035,5,360000,32
2,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45031,5,360000,32
3,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45040,5,360000,32
4,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45040,5,360000,32
5,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45037,5,360000,32
6,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45043,5,360000,32
7,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45046,5,360000,32
