worker_id,phase_id,phase_name,get_count,put_count,del_count,mat_count,mat_nanos,lock_attempt_count,lock_contended_count,lock_wait_nanos,cache_inv_count,probe_gets,probed_runs_sum,probed_runs_max,open_delta_sum,open_delta_max
0,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
1,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
2,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
3,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
4,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
5,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
6,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,0,PHASE_A,10000,2500,0,0,0,0,0,0,0,0,0,0,0,0
0,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,37412,24,195041,63
1,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6248,36816,24,196250,63
2,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6249,37180,24,195737,63
3,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6248,36837,24,198653,63
4,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,36935,24,198416,63
5,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6250,36999,24,197618,63
6,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6247,37417,24,194010,63
7,1,PHASE_B,6250,3750,2500,0,0,0,0,0,2500,6249,37593,24,196257,63
0,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45069,5,360000,32
1,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45069,5,360000,32
2,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45081,5,360000,32
3,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45045,5,360000,32
4,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45078,5,360000,32
5,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45083,5,360000,32
6,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45077,5,360000,32
7,2,PHASE_C,11250,1250,0,0,0,0,0,0,0,11250,45090,5,360000,32
